image_id,truth_source,label_sources,true_final_date,pred_final_date,correct,method,first_guess,chosen_stage_text,error
1737,candidate,incoming_432,2021-02-08,2021-02-08,True,original_512,,2021.02.08 | 14:16재 | 하목장,
1739,candidate,incoming_432,2022-01-05,2022-01-05,True,original_512,,16:58 98 81 | 2022.01.05,
1741,candidate,existing_300;incoming_432,2022-11-01,2022-11-13,False,original_512,OCR 의심,HEE3 | HACCP | 2022. 11.013 | ·지기,
1742,candidate,existing_300,2021-10-26,2021-10-26,True,original_512,,2021 10.26 | Homeplus | 고소하고 부드러운 | 콘스프볼 | Corn Soup | Ball |  | 내용량 | 70g (312kca) | 2 |  | 20170435485108 | 포장재질 | 205 | 유통기한 | 브라 |  | 2 | 천일영 |  | e | 지 | 판매원,
1745,candidate,incoming_432,2022-01-28,2022-01-28,True,original_512,,y오리온 | 부터 | 유통기한 | 까지 | 2021.01.29.01:14 | 2022.01.28/2N,
1746,candidate,existing_300,2021-10-12,2021-10-12,True,original_512,,"넷분말(코코넷:필리핀신),기타설탕).음 | 크림치즈 | 과당정제소금,산도조절제,발효가공 | 터(가공버터(외국산:뉴질랜드,네얼란드 | 리집 냉장고 속 | 호주 등)팔스테아린유(말레이시아신) | 요네즈에도 | 기타가공풍1합성향료(버터향,코넷항) | 먹어먹어요! | 산화방지제,기타가공풍! | 일대두,우유아황산류 함유 | 내포장재질 | 플리프로필렌 | 정보 | 총내용링85g | 430 kcal | 용기자질 | 플리에밀렌테레프릴레이트 | 보고번호19960375066308 | 기에대 | 1일영영성본 | 일.달길,호두땅콩.짓,쇠고기,닭고기 | 330 mg | 17% | 돼지고기,조개류혼입 가능 | 59g | 18% | ·소비자기본법에의한 피해보상 | 209 | -직사광선및 습기를 피해 진업하시고 | 20% | 유통 중변질품은 구입상정 및 본사에서 | 919 | 35% | 향상 교한·휴지줍는 고운 마음 | 지방 0.5 g미만 | 안버리는 밝은 마음 | 방11g | 73% | ·부정,불량식품 신고는 국번없이 1399 | Omg | 0% | ·과자표면에 보일 수 있는 짧은 | 5g | 9% | 실 모임은 코코넛분말 껍질 또는일기움 | 기에 한 NP | 이으로 안심하고드시도 됩니다. | 0 | 가준이으로개인의필 | 고객지원센터 | 8801062-881710 | 0-024-6060 |  | 20.10.13 | www.lotteconf.c | 2HE | 21.10.12 | 학자",
1747,candidate,existing_300;incoming_432,2021-10-12,2021-10-12,True,original_512,,"넷분말(코코넷:필리핀산),기타설당),뮤음 | 일기울,산도조절제전분,가공연유,기타 | 리집 냉장고 속 | 요네즈에도 | 터(가공버터(외국산:뉴질랜드,네열란드, | 것어있어요 | 호주 통),광스테아린유(말레이시아산)) | 기타가1,합성향(버터향넷) | 산화방지제,기타가공 | 정보 | 총내용량 85g | 일,대우유,아항산류 향유 | 430 kcal | 내모장재질 | 플리프로필랜 |  | 1일영성일 | 용기재질 | 물리에널벤데레프탈레이트 | 330 mg | 17% | 고번19960375066308 | 599 | 18% | 일.달길호두땅공.잣,쇠고기,닭고기. | 209 | 20% | 지고기,조개류 온입 가능 | 99 | 35% | -소비자기본법에 의한 피해보상 | ·직사광선 및 승기를 피해 진열하시고 | 지방 0.5 g미만 | 유통 중 변질품은 구입상점 및 본사에서 | 3방 11 a | 73% | 향상 교한 ·휴지 좋는 고운 마음 | 1 Omg | 0% | 안 버리는 밝은 마음 | 9% | ·부정,봉량식 신고는 국번없이 1399 | -과자 표면에 보일 수 있는 짧은 | ( | 이므로 안심하고드서도 됩니다 | 고객지원센터 | 0-024-6060 | 8801062-881710 | vww.lottecont. | 20.10.13 | 분터 | 까지 | 21.10.12",
1749,candidate,incoming_432,2019-07-03,NONE,False,original_no_candidate,OCR 의심,행복한 | CJ | 콩 | CHEILJEDANO | SOY F0O | 손맛살린 | 고소한두부 | 1등급 | 단단하게 놓러 고소한 두부의 맛은 살리고 따뜻할때 | 국산콩 | 진공포장하여 신선하고폰득한 식감을살했습니다. | 제품명:행복한콩 손맛살린 고소한두부 | 380 g(399 kcal) | 대두 99.01%(국산),
1751,candidate,incoming_432,2021-06-28,2021-06-28,True,original_512,,.넷가제인 신도조절제 유청부일 제제가공유지네타M노2카로티널직색료)d-a-5코K | 변 또는 EVA(질소 및 탄산가스 충전)살균제품 90C 이상.15초 이상 매열상담센터 |     사한  은  D  | 585-53 | 기준지에 대한바를 | 1일영영성분 | 8% | 정방59 | 유통기한 | 0% | ENARBOSOLR | 9% | 2021.06.28 | 0% | 39 20% | 0-49 | D이현경23:54 | VVE0FEMME | 73 | 8X | 17% | 818011501501117 | OTHER,
1752,candidate,existing_300;incoming_432,2022-01-10,2022-01-10,True,original_512,,롯데제과 | 8801062013418 | 080-024-6060 | 고객지원센터 | 22.01.10 | hte/ wwwloneconfcakr,
1755,candidate,incoming_432,2021-12-05,2021-12-05,True,original_512,,lliart | PREMIUM PASTA SAUCE | N PSTA SAUCE | BEST BEF0RE 2021 12 05 | LOT A394992002 EST251 | 프레 |  | 별,
1757,candidate,incoming_432,2023-03-09,NONE,False,original_no_candidate,OCR 의심,"BEST WHEN USED BY | 09MAR2023 | 0955 CP31 | Nutrition Facts | Serving Size 1 Tbsp (17g) | Servings about 17 | Amount Per Serving | Calories 15 | %Daily Value"" | Total Fat Og | 0% | Sodium 280mg | 12% | Total Carb 3g | 1% | Sugars 2g | Protein Og | ""Percent Daly Values are | based on a 2,000 calorie diet | INGREDIENTS: TOMATO PUREE | VINEGAR, CORN SYRUP. SALT | RAISIN PASTE, ORANGE PUREE | XANTHAN GUM, CELERY SEED. | KRAFT FOODS GROUP, IMC",
1760,candidate,incoming_432,2021-04-24,2021-04-24,True,original_512,,"whichinsde te tosty mix of Aimond. Wainul.Cashew nut | Bubey ond Crorbeny. | 제품명 | 넷스드 루전과 | 4용량 | 2gx30(0500) | 식품의유형 | 당콩또는 전파류가공품 | 0기 | 별도고기일까지 | 원재로령및합량 | 구운아몬드아몬드(미국산)10023%구운캐슈넷트매슈넛트(외국산:인도,베트남, | 인도네시아동)1002% 3랜리크랜리,하기요/미국산20%, | (외국산:미국,려,키기스스탄 등 15%루리루리설팅,구연산 로 | 별루리),해하라기유 소르반산동(보존)/미국산 15%  | 제조원 | [선영농수산대소지점 /충성북도 음성군대소면 수테로 72-11 | 품목보그번호 | 2013044511682 | 모정제일 | 내면-종이 | ·이제통은난란,우.일,론대두.일25어세우,지2 승,에.2] | 석기 오  사용 동한 포정시서 도정공·본은 | 소비자기본법에 의한 소비가 분정바경기준어의거 구입서 고한또는 보상법을 수 입습니자·보권정을 직사 | 공선을 때하여 서능하고 전조한 곳에 보하신시오· 주의:계 후하의 방생보관하시면 다육 인 | 드실수있두에는 이온입수 있으니주이CA기·2소: | -013929:07-4610-023 | 유통기한 | 2021.04.24 | 까지 | 8'B07354-205493",
1766,candidate,incoming_432,2021-09-10,2021-09-10,True,original_512,,"DHCAGO,IL 60601 | DAFTMENR FOODS COMPANY | fcONTAN: TREE NUTS. | aphs: PEANUT. | , CORN STARCH, | TS: PEANUTS, | ,XANTHAN GUM | KraftHeinz | 10/SEP/21I21:36 | HONEY,",
1768,candidate,incoming_432,2021-06-29,2021-06-29,True,original_512,,RBB | 중An | 가격은 그D | 2020.12.30/08:19 |  | 25%더드 | 2021.06.29/A,
1771,candidate,incoming_432,2019-10-18,2019-10-18,True,original_512,,Piguone | 19.04.19제조15:37 | Tune | 찬마루 | 19.10.18까지 | 된장 | 밀가루를 넣지 않아 | 깔끔하게 | 구수한맛! | 450 g(607 kcal),
1773,candidate,incoming_432,2020-08-07,2020-08-07,True,original_512,,농심 | B수 | 국탐 | 꼬리곰탕 | 즐기는 | 3가지 | 222 | 1직접 가열시 | 냄비에 내용물을 부은 후 | 센불에 4분간 끊여 드세요. | 2020.08.07까지 A | 2 끝는 물이용시5 | 3 전자레인지 이용시5분 | 읽는 물에 봉지를 그대로 | 용기에 내용물을 부은 후 전자레인지용 | 2 5분간 데운 후 드세요. | 덮개 또는램을씨우고 5분간700W기 | 은 뜨기우으로 화성 | 데운 후 드세요. (1000w 사용시 4법) |  |   D   8 ,
1780,candidate,existing_300,2020-09-01,2020-09-01,True,original_512,,"포장재질 폴리프로필렌 | 국산),식물성유지 1[옥수수 외국산(러시아, 형가리,세 | HACCP | ·HACCP지정제품 | ).D-소비톨액,물옛,초콜릿,식물성유지 3.혼합제저 | Hp://www.orlonworld.com | 글리세홀,소르비탄지방산에스테르),이소말토올리 | 정,유화제 5종,코코아분말.전지분유,식물성유지 5. | 난산수소나트륨,산성피 | 나트륨,쌀가루,푸마르 | 5종 | 달걀,일, | 760487005194 | 818011171555115 | 익산시 서동로 23길 11 | 류(굴),토마토,땅콩 혼입 가능·제품의 신선도 보존 | 유통 | 2020.03.02/12:48 |  | 한피해보상:직사광선을 피해 온·습도가 낮은 곳 | 기한 | 2020.09-01/A F2 | 식품 신고:국번없이 1399·고객센터:(전화) 080- | 구입한 곳",
1782,candidate,existing_300,2022-10-01,2022-10-01,True,original_512,,TVJ | 위이이이 | HNINONIT | Y%한해(B  | LITDNLHLLD | 1기슨율 | F연 | autstne | 2022/10/01 | 99:60 | L40L | C1,
1784,candidate,incoming_432,2021-06-13,2021-06-13,True,original_512,,2 | 2021.06.13까지,
1785,candidate,incoming_432,2021-09-19,2021-09-19,True,original_512,,EXP:2021.09.19 | DDFO | TC20,
1793,candidate,incoming_432,2021-11-07,2021-11-07,True,rotation_270,,20211107 07:24F1 | 간드차를 시원하게 즐기실 수 있습니다. | 3~4분 경과 후 티백을 수회흔들어 주시면 맛있는 | 행지로 한번 더 포장하여 맛과 향이 잘 보존됩니다 | 냉수음용법 | 음용법 | 수회 혼들어 낸 후 음용 하십시오 | 을100m를부어1~2분 경과후티백을 | 티백 1개를 컵에 넣고 냉수 120 m를 | 티백 1개를 컵에 넣고 80'C정도의 | 동서 현미녹차 | www.dongsuh.co.kr | 서식품,
1799,candidate,incoming_432,2021-10-14,2021-10-14,True,original_512,,"WAFERROLL | 인도네시아산OE | 치즈 웨이퍼롤 | N875 | 랜드스마번슈어 |  | 바식 지#스틱이미를 | |115 g(560 kcal) |치즈분말054% | RXP:2021/10/14 | No Brand"" | 14M09 | OL",
1800,candidate,existing_300;incoming_432,2021-01-14,2021-01-14,True,original_512,,"베리바나나 | 영양정보 | 총 내용량 350g | 내용량 | 2508 | 100g당 435 kcal | 내포장재질 | 릴렌 | mg |  | 3% | 월일 | 물60 | 20% | 울시영등포구 양평로21길25 | 258 | 25% | 드영농조합법인 전라남도 | 48438 | 17% | 880 1062-80,804 | 400 | 지방158 | B시물성유지(말레 | 28% | 트랜스지방08 | 고 | 리태국산설탕, | 포화지방6g | 0% | 080-024-6 | 방지제).바나 | 물랜레스터를 1.9mg | 1% | http://www lote | otars | 연향료바나 | 단백질8g | 15% | 산류 함유 | 대N |  | COUR | 0kca기준 | 구입상점 | 2021/01.14 | 00:42 | 로마토,닭고 | 제조하고 있습니다제품 보관시밀 | 인능성이 있으니 | 밀봉하여보관해주세요",
1802,candidate,incoming_432,2021-05-03,NONE,False,original_no_candidate,OCR 의심,621519/090419 | . | .. | C | antes ce/ Bast fore | Tillverkad i Schweiz | Made in Switzerland/Fabricado na Suica/ | salt / sal / salt | protein /proteinas /protein | of which sugars / dos quais aqicares/ varr sodesate | fat / lipidos / fett | energy/energi/eneegi | CRUNCHY | 연영경,
1806,candidate,incoming_432,2020-11-09,2020-11-09,True,original_512,,"8801062""014675 | e | 롯데체과 | 20.02.10 | 20.11.09 |  | DA | 고객지원센터터 | 080-024-6060 | 수신자요금부담",
1812,candidate,existing_300,2021-03-26,2021-03-26,True,original_512,,CROU'N | lbe | 제조일 | 2020.03.27 B3 | 유통기한 | 2021.03.26까지 | 맛있는약속 | SALTINE,
1815,candidate,existing_300,2022-06-07,2022-06-07,True,original_512,,41000g/00g8 215kcal | 영양정보 | LE 230R4SS | O |  | 정3든2수정 |  | 물 | 보2리호 |  | 08190-3274 | 오 | 주이트/세택볼 | 28소 | 1501663 | R4 | 02380-56178 | 8801161 | 2022.06.07 | 1A,
1818,candidate,existing_300,2022-01-18,2022-01-18,True,original_512,,:-2:9302·50 | 082 | 기주정 | 186701..2901088 |  | 영8 | 3:시2 | 보2 | 2보-20 | 다두일쇠고기행유 | 3 | 20 | ·제조일: | 2021.01.19 | 유 | 2022.01.18,
1819,candidate,incoming_432,2022-01-18,2022-01-18,True,original_512,, |  |  |  |  |  |  | 112- | 다유을스가용은 | ·조일 | 2021.01.19 |  | 8801052014982 | 2022.01.18 | A,
1823,candidate,existing_300;incoming_432,2021-06-09,2021-06-09,True,original_512,,제조번호: | 사용기한: | 2021.06.09 | 하루런을간론 | 그,
1828,candidate,incoming_432,2021-11-28,2021-11-28,True,original_512,,Strawberry&k Mango | @Best Before: @ Ten minste houdbaar tot: | BHat-Aobpo Ao: @ Consumir preferentemente antes de: | Best for: @ Bist fore: | 28/11/2021 PL | 0000499930-33302:24,
1830,approved,incoming_432,2020-12-NONE,2020-12-NONE,True,original_512,,004CG4CB19 BB 12/2020,
1837,candidate,incoming_432,2021-10-02,2021-10-02,True,original_512,,HOHESTYLE | DRESSING | SALSAMIC | HRESSING |  | SL | 타일발사믹 드레싱 | N355 | 325%/395 g(691 kcal) | 2021.10.02까지A,
1839,candidate,incoming_432,2021-10-15,2021-10-15,True,original_512,,B3 | 다거리고 | 1200504150202610 | . | 위회고시소비 |  | 9128 | 발으실 수 있습니다 | B832E | 입처앗 | 2 |  |  | F |  |  경우가일 | 00a | ABUAPI배 |  | 을경우 | 지대시고 | 서에서교한하시기 | 2니다 | 식신고: 국번일 |  | 2021.10.15까지B,
1845,candidate,incoming_432,2021-11-23,2021-11-23,True,original_512,,기준에 의거 교환 | 수있습니다 | 1없이1399 | 을 사용한 제품과 |  0g 포화지방 | 100 g5 550 kcal | 내85009 | 당29 255  8 349 65 | Omg 0% 단백 12g 225 | 2000000597737 | 페트 | 2:HDPE | EXP:2021.11.23 | PL020 S,
1851,candidate,existing_300,2021-12-16,NONE,False,original_no_candidate,Parser 의심,WAEERROLL | 초코 웨이퍼롤 N319 | |115 g(575kca|a20887L | EXP:2021X12/16 | No Brand | 16L110,
1852,candidate,incoming_432,2022-08-18,2022-08-13,False,highres_1024,OCR 의심,4714377115043 | LOT: | ED4891 | EXP: | 2022 08 13,
1855,candidate,incoming_432,2023-10-28,NONE,False,original_no_candidate,OCR 의심,SPRRI | VaRtia | 0300BnmoR | WWlen | PR | VZNS | IRA | Edi | SACCA | CON | OLJO | Sedtasri | hbispale | 280ct2023 | L20302 N0781,
1857,candidate,existing_300,2022-07-17,2022-07-17,True,rotation_270,,A | -WOREFRIGEF | · SHAKE WELL | 일리와C | Supar | Carbohydrato | 17/07/2022 | EST BEFORE: | 170720 | ATCH NO | YION NECESSARY | BEFORE USE | Less Thanosy | 59.39 | 645g | 5 | 1(05 | 5,
1858,candidate,incoming_432,2022-07-17,NONE,False,original_no_candidate,OCR 의심, |  | Ber 100g | Fas-Total | Less Than o.tg | 2.19 | Saturated | Cartohydrato | Loss Thun 0 12 | FU | 50.39 | 6452 | Sar | 430 | SHAKE WELL | 21A | NOREFRIGE | TION NECESSARY | ATCH NO | 170720 | IST BEFORE: | 17707-2022,
1860,candidate,incoming_432,2022-07-08,NONE,False,original_no_candidate,OCR 의심,OOL |  | 563 |  |  | 2객지원실오 기V지 | 080-996-1 | 영양정보 | 8500m1 010 |  |  | 100g 당 900 kc | 5 |  | EMAT | 11 |  | 2적 |  | www fontsnastyle.com | 00709 |  | 222/07/0e,
1862,approved,incoming_432,2023-06-18,2018-06-23,False,original_512,Parser 의심,ACOUA FREDDA DE MONTACNA | 9999 | B | TRASLA RUVIDA AL DRONZO | ---S | OEL CRAND. URE NONUR | PAESE DI COKTNAZOE | www.dececco.com | PAESE DI MOUTURA AA | C000-661106 | PESO LiQUIDO | 500ge 1.1Ib | Exp:18 06 23 | 08:37 L11/05 C | Lotto 00220170,
1867,approved,incoming_432,2022-07-NONE,2022-07-NONE,True,original_512,,BEST BY JUL 2022 | 82 | 리잇소스오리지널 | 소4 | 내용150m | 92원 | (상경메프에스 | 울시 강남구 논현로102 6 | 2한 | B도으N해당의 1일까지 | ESTBY .) | 8 |  | -PP,
1868,approved,incoming_432,2022-07-NONE,NONE,False,original_no_candidate,OCR 의심,BEST BY ML 2022 | 829 | 055 | 0E0 | 2820 | 시 강남구연10일 6 | LESTBYSAS | 1ER | ,
1869,candidate,existing_300,2021-09-26,2021-09-26,True,original_512,, | Tipci | RosusIneriou | Casome behan te | EXP: 26/09/2021 F0R EXPORT | MFG: 26/11/2020 15: 14A26,
1870,candidate,incoming_432,2020-11-26,2021-09-26,False,original_512,Parser 의심,Tipci | Rosusinnrieu | Cine lethan taile | EXP: 26/09/2021 F0R EXPORT | MFG: 26/11/2020 15:14A26,
1882,candidate,incoming_432,2021-06-20,2021-06-20,True,original_512,,BEST IF USED BY | 2021 JUN 20 | 267 1W32K A.5 | 09:4E:00 | AAEATIN?,
1884,candidate,incoming_432,2021-09-09,2021-09-09,True,original_512,,Feb | TaCkey | yEakal- | nolie). | Juket. | atrium | 3ebaer | .3.5% | aoffer. | onium | 80ge | 09/09/2021 | L.20-363 6 | 2003JL0913:11,
1886,candidate,incoming_432,2021-12-05,2021-12-05,True,original_512,,모유가 아기에게가장좋은 | 상의하시어수유하시기 | 거부할수도있니다. | 을위해 수유준비과정을 |  | 수유중 아기를 혼자두지마십시오 | 주의 깊게준수하여주시기 바랍니다 | 55899 | 20-ZLL | Laml | 1000000 | 8 | 71811711610112 | EXP: | 2021-12-05 | 2020-06-05 | PROD: | 2021.12.05 | 100961833 | LN3 | 18:59 | 000970 241 | DANONe,
1888,candidate,incoming_432,2023-08-22,2023-08-22,True,original_512,,KPHCJ 20235 | B0E 2023 08 22 | 166555617596088 | Dole의 다양한 | 제품과 이벤트를 | 인스타그램에서 | 안나보세요! | 내용량:5509 | 고영량:310g,
1892,candidate,incoming_432,2022-05-22,2022-05-22,True,original_512,,유봉기한 | 2022.05.22 | 03283404 | 09:25 | 까지 | 8801055705870,
1896,candidate,incoming_432,2021-03-17,2021-03-17,True,original_512,,PEACOCK | Mamolo | 08로 | Ls vita Dilizias | 커스터드 푸딩 | CUSTARD PUDDING | 90gx2개입|우유10% | 2021.03.17 | 이미지사진,
1898,candidate,existing_300;incoming_432,2021-05-29,2021-05-29,True,original_512,,MAY 29 2021 | Dle | 트로피칼 | Tropical | 2 gle d,
1900,candidate,incoming_432,2021-11-29,NONE,False,original_no_candidate,OCR 의심, | BBE MOU 29 2021 | TO | 45 |  | 38TE | 11T,
1905,candidate,incoming_432,2022-01-15,2022-01-15,True,original_512,,반품 및 | 본제품 | 은 | 구입처 | 환 | 이제품은 | 계란 | 을 | 영양정보 | 나트름85 mg | 100 g당 530kr | 내85 | 지방32g | 59 % | 트랜스지방 | 콜레스테를Omg | 포화지방59 33 | 0% | 단백질 | 18% | Mo Branl | No Brand는 모두이마트의 상모 | PA211 S | EXP:2022.01.15,
1906,approved,incoming_432,2021-09-03,2021-09-03,True,original_512,," | 슈레드치즈 | 24C | 경국일 | 2223.222 | Lot. No./ N"" de lote/Ndmero de lote/ Lyi ek, | 2032221/372 | 03.09.2020 | BEST BEFORE/Validade / Consumir antes de/J uDXgiJ | 03.09.2021",
1910,candidate,incoming_432,2021-05-07,2021-05-07,True,original_512,,"그림과 같이 | 집아당기 | 키요 | 소금, 산화아연,레시틴 | 성분명 및 항량 [gG 80mg,IGF 8 μg 품목보고번호1991046107740] | 제조원(주삼아인터내서날/ 충청남도 아산시 신창면 서부남로 790번길4 | 유통전문 판매원 일동후디스(주/강원도 춘천시동내면 거두단지 2길6) | 표시일까지 | 포장재질폴리에릴렌 | 보관방법 2익사항·이 제품은 땅콩,게, 돼지고기 호두 | 조개류(굴)를 사은한 제품과 같은 제조시설에서 제조하고 있습 | 니다.특정원료에 알레르기가 있는 경우에는 원재료를 확인하신 | 후드시기 바랍니다직사광선을피하고 온도 습도가낮은곳에 | 보관하세요흡습되기 쉬운 제품이니 가급적 빨리 드시고, 개봉 | 후밀봉하여보관하시기 바랍니다과자를먹는 것이 능숙하지 | 않은아이는 보호자께서 지켜봐 주시고, 경우에 따라 물과함께 | 주시면 좋습니다반품및 교환:지점 및 구입처본제품은 | 공정거래위원회 고시소비자 분쟁해결 기준에의거 교환 또는 | 유통기한: | 보상 받을 수 있습니다·부정 | ·불량식품 신고는 국번없이 | 2020.05.0819:52 | 1399 | 2021.05.07 0도행 | 홈페o지: www.foodis.com | 까지 | 고객상담: 02)2049-2000",
1912,candidate,incoming_432,2021-05-21,NONE,False,original_no_candidate,OCR 의심,Lotal Fat 1g | %Daily Valus | Saturated Fat Og | 영영정보 | Sodium | 5mg | rb | 150 | 1E0% | Fibe1 29 |  | Dietany |  |  | Total Sugars 10g | Incl Og Added Sugars |  | Not a signitcae | TAS- | Protein <19 | SOtce of protein | - | O-TR | -2 | Vit D Omcg 0% | Calum 10.4mg4% |  | s140mg 20% | -1 | Iron Omg 0% | Po |  | VR C 23mg 45% | S |  | NGREDHENTS: ORGAIC PEARS | O- |  | Cerinied Organic by Oregon-Tit | 21MAY2021 | 319 | 014251591P | 03,
1916,candidate,incoming_432,2021-06-24,2021-06-24,True,original_512,,EXP JUN 24 2021 | 영양정보 | 5608 | 55 o당 36 kcal | L0m9 |  | 임선 | 0% | 3% | 10 | as09 | 9019 | 0% | 5/2 | 480mg | 4B | Pp,
1919,candidate,incoming_432,2023-12-20,2023-12-20,True,original_512,,품받재 | DAN | 영양:기능정보 | EPA및DHA항유 | 필요결다공증발생 위험 | 1일신취량당함량:열량10 |  0 B(0%)지방 1.2g | PAS DHA의합100mE | ※0인의수치는 1일 영양성 | ※본 제품은 공정 | 거래위원회 | 있 | ※이상사례신고는1577-2488 | 2강기0관리번호:6290 | LOT:201200869 | EXP:2023/12/20,
1923,candidate,incoming_432,2022-06-14,2022-06-14,True,original_512,,"영양·기능정보 | [MSM]관절 및 연골건강에 도움을 | 출수 있음 [NAG]관철 및 연골건강 | 에 도움을 줄 수 있음 | [비타민D]칼슘과 인이 흡수되고 | 이용되는데 필요/뼈의 형성과 유지 | 에 필요/골다공증발생 위험 감소에 | 도움을줌 | 총 30일분량 | 1일 섭취량: 4정(3,200 mg) | 1일섭취량당함량:열량10kcal | 탄수화물39(1 %),단백질 09 | (0%),지방0g(0%),나트0mg | (0 %). 비타민D 5 μg(50 %), | MSM1.5 9. NAG0.5 g | *()안의 수치는1일 영양성분기준치 | 에 대한 비율임 | 제조번호: | 2012901 | 유통기한 | 2022. 06. 14 | 까지 | GMP | 818090991850619 | ",
1925,candidate,incoming_432,2022-01-21,NONE,False,original_no_candidate,OCR 의심,CASHEWNUT | Roasted | 0310 | 구운캐슈네,
1927,candidate,incoming_432,2021-04-27,2021-04-27,True,original_512,,ROASTED | PISTACHIO | 이미지사진 | 2021.04.27까지 | 구운피스타치오 | 120g,
1932,candidate,incoming_432,2022-01-22,2022-01-02,False,original_512,OCR 의심,2022 .01. 2 2,
1936,candidate,incoming_432,2021-12-21,2021-12-21,True,original_512,,eclipse | 922151 8-2-0378- | SEAS | OE | FEW | :원산지:중국 | 사담집을 프하성 서들합공 | 4 | 영정보 | R0 |  P40 | 7F0mg0% | 기한: 읽는 BEST BEFORE: (DD/MMYY) | F0뒤입/월/년순) | 21/12/21 | 322 | 81804973306488,
1938,approved,incoming_432,2021-03-NONE,2021-03-NONE,True,original_512,,SOUONLTA | 016CM4CB19 BB  03/2021,
1940,candidate,incoming_432,2021-03-14,2033-03-14,False,original_512,Parser 의심,L021937076 22:33 14.03.21 | -K | PUA-ASED OLS | Datis RaniA | lyo | lnplaai | /can'tbelieve | Sep | it'snot | Butter! | IGIN,
1941,candidate,incoming_432,2022-05-27,2022-05-27,True,original_512,,BBE:27.05.2022 | 211220:BaCIA | OHORSERADISH MAYO SAUCE | ABI | O | FREE FROMt GLUTEN,
1942,candidate,existing_300,2022-05-27,2022-05-27,True,original_512,,BBE-27.05.2022 | 211220:B0CIA | ABI | OHORSERADESH-MAYO SAUCE | Yo | FREE FROM GLUTEN | 모장재,
1943,candidate,incoming_432,2023-09-29,2023-09-29,True,original_512,,BLACK PITTED 240/260 L-BGCJ/2816 L-6 | BEST EEF0RE-2023-09-29 | 09:50,
1944,candidate,incoming_432,2023-09-29,2023-09-29,True,original_512,,BLACK PITED 240/260 L-DGCJ/2816 L-6 | BEST EF0RE:-2023-09-29 | 09:5),
1947,candidate,incoming_432,2022-08-10,2022-06-NONE,False,original_512,OCR 의심,A |  | Net weight 3oog/ SA9keal | Best befoce. | EXP: 10 AU6 2022 | Bandacrcadane: | MF6: 10 AU6 2020 | LOT:BE/VCCS-100820: 10-B05 | LORNO:,
1948,candidate,incoming_432,2022-08-10,2022-06-NONE,False,original_512,OCR 의심,/sagkeal | Net weight 3oog | m5 | A corsommer de | EXP: 10 AU6 2022 | MF6: 10 AU6_2020 | LOT:BE/VCCS-100820: 10-B05 | LOAHO:,
1953,approved,incoming_432,2021-10-NONE,2021-10-NONE,True,original_512,,"Valeur nutritive | Nutrition Facts | 제명 | 수업판매원 | 갈레트 브르통 | 식용의 유형 | 과자 | 내용량 | sCullyvaue | 제조회사 | 40g (185kcal) | Calevles/Caloces 37.$ | BISCUITERE DE LA PONTE DU RAZ | heures | Ugides/Fat 1.73 9 | 원재료명 | 일가,(우식)정소 | 원산지 | 프랑스 | s beurre | Sodium/Sodon 42,5 mg | 25 | 유동기한 | 우유.일계판유 | is extra | 7% | :이리에일렌 |  | Fibues/Fteo9 | 5% | 2이1399 | 소구처일업소 | 직사장을건조하 세능에 보하세오 | du Raz | Sucres/Sugars 13 g | 0% | 영정보 | 4 213mg 11% | Vamine A/Vtamin A | 단수을 23g 7% | 총내용강 40g,185kcal |  9g 17% | 25mg 8% | 트랜스지방 1g | 9.8g 8% | Calchum/Calcium | 2000수 |  6g 40% | Fer/leen | 단일 3g 5% | OTHER | Poids net/Net weight/Nettogewicht: | Aconsommer de preftrenc asant fin: | 40g | OCT.2021 | EMB 29 168 A | 3 | 488430-011402",
1955,approved,existing_300,2021-10-NONE,NONE,False,original_no_candidate,OCR 의심,"Nutrieion Faots | Vateur muerieive | 제  명 | 파레프 브르통 | 수입판매원 | 02-75 | 의기자 | L40g(196kra) | de beu | 제조회사 | ncures, | 원재료명 | BESCUTERIE DE LA PONTE DU RAZ | 일가(식). | 원산지 | 4%.%.1 | 프랑스 | umso | 제품 법도표시원 Best belore월/년의 O1일끼지 | orisee | Lpndles/Fan 79 | 11% | 유동기한 |  | lsati | 모장재실:총이(장리에일) | 를직사선을건조에보 | cure | Chucides/Carbohydrate 129 | 정시신고 변없이1399 | 번일소구일 | Fibres/Fibre0g | 0% | 영양정보 | 총내8 40g.196kcal | Sucres/Sugars 59 | 4 158mg 8% | 1수0% 20g 6% |  g 53% | 당 8g 8% | Probeines/ Protein 1 g | XM 12g 22% | 스지 0.70 | Veamine A/VitaminA |  42mg 14% | C2 2g 4% | Viamine C/Wtamin C | 지에()은2.000수 | Calcium/Calcium | Fer/tron | 4% | Poids net/Net weight/Nettogewicht: | a consommer de préference avant le: | 40g | -OCT.202 | EMB 29 168 A | W4884",
1964,candidate,incoming_432,2021-10-09,2019-10-10,False,original_512,OCR 의심,5881 |  |  |  하단도) | 2019.10.10 |  | 유82021.10.09,
1971,candidate,incoming_432,2021-06-18,2021-06-18,True,clahe,,Mindestens haltbar bis: | A consommer de préference avant le: | Best before: | zlaalye | Chocobelle | 18.06.2021,
