image_id,image_path,image_paths_json,sources,source_record_ids,source_record_count,existing_300_records_json,existing_300_raw_year,existing_300_raw_month,existing_300_raw_day,existing_300_raw_final_date,existing_300_raw_file_name,existing_300_raw_notes,existing_300_raw_Unnamed: 7,existing_300_canonical_year,existing_300_canonical_month,existing_300_canonical_day,existing_300_canonical_final_date,incoming_432_records_json,incoming_432_raw_year,incoming_432_raw_month,incoming_432_raw_day,incoming_432_raw_final_date,incoming_432_raw_file_name,incoming_432_raw_notes,incoming_432_raw_Unnamed: 7,incoming_432_canonical_year,incoming_432_canonical_month,incoming_432_canonical_day,incoming_432_canonical_final_date,candidate_year,candidate_month,candidate_day,candidate_final_date,year,month,day,final_date,review_reason,review_status,previously_visually_reviewed,prior_review_decision,reviewer,review_note,master_eligible
1806,C:\Users\jsw58\Desktop\itda-ocr\data\001806.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001806.jpg""]",incoming_432,incoming_432:221,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:221"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 221, ""image_id"": ""1806"", ""raw"": {""image_id"": ""1806"", ""year"": ""2020"", ""month"": ""11"", ""day"": ""9"", ""final_date"": ""2020-11-09""}, ""canonical"": {""year"": ""2020"", ""month"": ""11"", ""day"": ""09"", ""final_date"": ""2020-11-09""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""day""]}]",2020,11,9,2020-11-09,,,,2020,11,09,2020-11-09,2020,11,09,2020-11-09,,,,,,ready_for_review,false,,,,false
1812,C:\Users\jsw58\Desktop\itda-ocr\data\001812.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001812.jpg""]",existing_300,existing_300:82,1,"[{""source_record_id"": ""existing_300:82"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 82, ""image_id"": ""1812"", ""raw"": {""file_name"": ""001812.jpg"", ""image_id"": ""1812"", ""year"": ""2021"", ""month"": ""03"", ""day"": ""26"", ""final_date"": ""2021-03-26"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""03"", ""day"": ""26"", ""final_date"": ""2021-03-26""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,03,26,2021-03-26,001812.jpg,,,2021,03,26,2021-03-26,[],[],[],[],[],[],[],[],[],[],[],[],2021,03,26,2021-03-26,,,,,,ready_for_review,false,,,,false
1815,C:\Users\jsw58\Desktop\itda-ocr\data\001815.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001815.jpg""]",existing_300,existing_300:232,1,"[{""source_record_id"": ""existing_300:232"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 232, ""image_id"": ""1815"", ""raw"": {""file_name"": ""001815.jpg"", ""image_id"": ""1815"", ""year"": ""2022"", ""month"": ""06"", ""day"": ""07"", ""final_date"": ""2022-06-07"", ""notes"": ""품질유지기한"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""06"", ""day"": ""07"", ""final_date"": ""2022-06-07""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,06,07,2022-06-07,001815.jpg,품질유지기한,,2022,06,07,2022-06-07,[],[],[],[],[],[],[],[],[],[],[],[],2022,06,07,2022-06-07,,,,,,ready_for_review,false,,,,false
1818,C:\Users\jsw58\Desktop\itda-ocr\data\001818.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001818.jpg""]",existing_300,existing_300:83,1,"[{""source_record_id"": ""existing_300:83"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 83, ""image_id"": ""1818"", ""raw"": {""file_name"": ""001818.jpg"", ""image_id"": ""1818"", ""year"": ""2022"", ""month"": ""01"", ""day"": ""18"", ""final_date"": ""2022-01-18"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""01"", ""day"": ""18"", ""final_date"": ""2022-01-18""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,01,18,2022-01-18,001818.jpg,,,2022,01,18,2022-01-18,[],[],[],[],[],[],[],[],[],[],[],[],2022,01,18,2022-01-18,,,,,,ready_for_review,false,,,,false
1819,C:\Users\jsw58\Desktop\itda-ocr\data\001819.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001819.jpg""]",incoming_432,incoming_432:222,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:222"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 222, ""image_id"": ""1819"", ""raw"": {""image_id"": ""1819"", ""year"": ""2022"", ""month"": ""1"", ""day"": ""18"", ""final_date"": ""2022-01-18""}, ""canonical"": {""year"": ""2022"", ""month"": ""01"", ""day"": ""18"", ""final_date"": ""2022-01-18""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,1,18,2022-01-18,,,,2022,01,18,2022-01-18,2022,01,18,2022-01-18,,,,,,ready_for_review,false,,,,false
1823,C:\Users\jsw58\Desktop\itda-ocr\data\001823.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001823.jpg""]",existing_300;incoming_432,existing_300:233;incoming_432:223,2,"[{""source_record_id"": ""existing_300:233"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 233, ""image_id"": ""1823"", ""raw"": {""file_name"": ""001823.jpg"", ""image_id"": ""1823"", ""year"": ""2021"", ""month"": ""06"", ""day"": ""09"", ""final_date"": ""2021-06-09"", ""notes"": ""글자가 엄청 명확하지는 않은 편이고 사용기한으로 표기"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""06"", ""day"": ""09"", ""final_date"": ""2021-06-09""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,06,09,2021-06-09,001823.jpg,글자가 엄청 명확하지는 않은 편이고 사용기한으로 표기,,2021,06,09,2021-06-09,"[{""source_record_id"": ""incoming_432:223"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 223, ""image_id"": ""1823"", ""raw"": {""image_id"": ""1823"", ""year"": ""2021"", ""month"": ""6"", ""day"": ""9"", ""final_date"": ""2021-06-09""}, ""canonical"": {""year"": ""2021"", ""month"": ""06"", ""day"": ""09"", ""final_date"": ""2021-06-09""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2021,6,9,2021-06-09,,,,2021,06,09,2021-06-09,2021,06,09,2021-06-09,,,,,,ready_for_review,false,,,,false
1828,C:\Users\jsw58\Desktop\itda-ocr\data\001828.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001828.jpg""]",incoming_432,incoming_432:224,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:224"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 224, ""image_id"": ""1828"", ""raw"": {""image_id"": ""1828"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""28"", ""final_date"": ""2021-11-28""}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""28"", ""final_date"": ""2021-11-28""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,28,2021-11-28,,,,2021,11,28,2021-11-28,2021,11,28,2021-11-28,,,,,,ready_for_review,false,,,,false
1830,C:\Users\jsw58\Desktop\itda-ocr\data\001830.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001830.jpg""]",incoming_432,incoming_432:225,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:225"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 225, ""image_id"": ""1830"", ""raw"": {""image_id"": ""1830"", ""year"": ""2020"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2020-12-NONE""}, ""canonical"": {""year"": ""2020"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2020-12-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2020,12,NONE,2020-12-NONE,,,,2020,12,NONE,2020-12-NONE,2020,12,NONE,2020-12-NONE,,,,,partial_none,pending,false,,,,false
1837,C:\Users\jsw58\Desktop\itda-ocr\data\001837.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001837.jpg""]",incoming_432,incoming_432:226,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:226"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 226, ""image_id"": ""1837"", ""raw"": {""image_id"": ""1837"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""2"", ""final_date"": ""2021-10-02""}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""02"", ""final_date"": ""2021-10-02""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""day""]}]",2021,10,2,2021-10-02,,,,2021,10,02,2021-10-02,2021,10,02,2021-10-02,,,,,,ready_for_review,false,,,,false
1839,C:\Users\jsw58\Desktop\itda-ocr\data\001839.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001839.jpg""]",incoming_432,incoming_432:227,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:227"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 227, ""image_id"": ""1839"", ""raw"": {""image_id"": ""1839"", ""year"": ""2021"", ""month"": ""10"", ""day"": ""15"", ""final_date"": ""2021-10-15""}, ""canonical"": {""year"": ""2021"", ""month"": ""10"", ""day"": ""15"", ""final_date"": ""2021-10-15""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,10,15,2021-10-15,,,,2021,10,15,2021-10-15,2021,10,15,2021-10-15,,,,,,ready_for_review,false,,,,false
1845,C:\Users\jsw58\Desktop\itda-ocr\data\001845.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001845.jpg""]",incoming_432,incoming_432:228,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:228"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 228, ""image_id"": ""1845"", ""raw"": {""image_id"": ""1845"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""23"", ""final_date"": ""2021-11-23""}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""23"", ""final_date"": ""2021-11-23""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,11,23,2021-11-23,,,,2021,11,23,2021-11-23,2021,11,23,2021-11-23,,,,,,ready_for_review,false,,,,false
1851,C:\Users\jsw58\Desktop\itda-ocr\data\001851.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001851.jpg""]",existing_300,existing_300:84,1,"[{""source_record_id"": ""existing_300:84"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 84, ""image_id"": ""1851"", ""raw"": {""file_name"": ""001851.jpg"", ""image_id"": ""1851"", ""year"": ""2021"", ""month"": ""12"", ""day"": ""16"", ""final_date"": ""2021-12-16"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""12"", ""day"": ""16"", ""final_date"": ""2021-12-16""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,12,16,2021-12-16,001851.jpg,,,2021,12,16,2021-12-16,[],[],[],[],[],[],[],[],[],[],[],[],2021,12,16,2021-12-16,,,,,,ready_for_review,false,,,,false
1852,C:\Users\jsw58\Desktop\itda-ocr\data\001852.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001852.jpg""]",incoming_432,incoming_432:229,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:229"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 229, ""image_id"": ""1852"", ""raw"": {""image_id"": ""1852"", ""year"": ""2022"", ""month"": ""8"", ""day"": ""18"", ""final_date"": ""2022-08-18""}, ""canonical"": {""year"": ""2022"", ""month"": ""08"", ""day"": ""18"", ""final_date"": ""2022-08-18""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,8,18,2022-08-18,,,,2022,08,18,2022-08-18,2022,08,18,2022-08-18,,,,,,ready_for_review,false,,,,false
1855,C:\Users\jsw58\Desktop\itda-ocr\data\001855.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001855.jpg""]",incoming_432,incoming_432:230,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:230"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 230, ""image_id"": ""1855"", ""raw"": {""image_id"": ""1855"", ""year"": ""2023"", ""month"": ""10"", ""day"": ""28"", ""final_date"": ""2023-10-28""}, ""canonical"": {""year"": ""2023"", ""month"": ""10"", ""day"": ""28"", ""final_date"": ""2023-10-28""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2023,10,28,2023-10-28,,,,2023,10,28,2023-10-28,2023,10,28,2023-10-28,,,,,,ready_for_review,false,,,,false
1857,C:\Users\jsw58\Desktop\itda-ocr\data\001857.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001857.jpg""]",existing_300,existing_300:85,1,"[{""source_record_id"": ""existing_300:85"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 85, ""image_id"": ""1857"", ""raw"": {""file_name"": ""001857.jpg"", ""image_id"": ""1857"", ""year"": ""2022"", ""month"": ""07"", ""day"": ""17"", ""final_date"": ""2022-07-17"", ""notes"": ""DD/MM/YYYY"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""17"", ""final_date"": ""2022-07-17""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2022,07,17,2022-07-17,001857.jpg,DD/MM/YYYY,,2022,07,17,2022-07-17,[],[],[],[],[],[],[],[],[],[],[],[],2022,07,17,2022-07-17,,,,,,ready_for_review,false,,,,false
1858,C:\Users\jsw58\Desktop\itda-ocr\data\001858.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001858.jpg""]",incoming_432,incoming_432:231,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:231"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 231, ""image_id"": ""1858"", ""raw"": {""image_id"": ""1858"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""17"", ""final_date"": ""2022-07-17""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""17"", ""final_date"": ""2022-07-17""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,7,17,2022-07-17,,,,2022,07,17,2022-07-17,2022,07,17,2022-07-17,,,,,,ready_for_review,false,,,,false
1860,C:\Users\jsw58\Desktop\itda-ocr\data\001860.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001860.jpg""]",incoming_432,incoming_432:232,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:232"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 232, ""image_id"": ""1860"", ""raw"": {""image_id"": ""1860"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""8"", ""final_date"": ""2022-07-08""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""08"", ""final_date"": ""2022-07-08""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2022,7,8,2022-07-08,,,,2022,07,08,2022-07-08,2022,07,08,2022-07-08,,,,,,ready_for_review,false,,,,false
1862,C:\Users\jsw58\Desktop\itda-ocr\data\001862.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001862.jpg""]",incoming_432,incoming_432:233,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:233"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 233, ""image_id"": ""1862"", ""raw"": {""image_id"": ""1862"", ""year"": ""2023"", ""month"": ""6"", ""day"": ""23"", ""final_date"": ""2023-06-18""}, ""canonical"": {""year"": ""2023"", ""month"": ""06"", ""day"": ""23"", ""final_date"": ""2023-06-23""}, ""review_reason"": [""component_final_mismatch"", ""ocr_visual_review""], ""details"": [""Previously visually inspected; no confirmed decision supplied; retain pending""], ""format_changes"": [""month"", ""final_date""]}]",2023,6,23,2023-06-18,,,,2023,06,23,2023-06-23,2023,06,23,2023-06-23,2023,06,18,2023-06-18,component_final_mismatch;ocr_visual_review,approved,true,이미지 표기: EXP:18 06 23. 최종 정답: 2023-06-18. 신규 라벨의 day가 잘못 기록됨.,user,2026-09-23 사용자 제공 기존 이미지 판독 결과 기록. 이미지 표기: EXP:18 06 23. 최종 정답: 2023-06-18. 신규 라벨의 day가 잘못 기록됨. 판정 확정; 기존 검수 사유는 이력으로 보존.,true
1867,C:\Users\jsw58\Desktop\itda-ocr\data\001867.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001867.jpg""]",incoming_432,incoming_432:234,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:234"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 234, ""image_id"": ""1867"", ""raw"": {""image_id"": ""1867"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,7,NONE,2022-07-NONE,,,,2022,07,NONE,2022-07-NONE,2022,07,NONE,2022-07-NONE,,,,,partial_none,pending,false,,,,false
1868,C:\Users\jsw58\Desktop\itda-ocr\data\001868.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001868.jpg""]",incoming_432,incoming_432:235,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:235"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 235, ""image_id"": ""1868"", ""raw"": {""image_id"": ""1868"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,7,NONE,2022-07-NONE,,,,2022,07,NONE,2022-07-NONE,2022,07,NONE,2022-07-NONE,,,,,partial_none,pending,false,,,,false
1869,C:\Users\jsw58\Desktop\itda-ocr\data\001869.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001869.jpg""]",existing_300,existing_300:234,1,"[{""source_record_id"": ""existing_300:234"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 234, ""image_id"": ""1869"", ""raw"": {""file_name"": ""001869.jpg"", ""image_id"": ""1869"", ""year"": ""2021"", ""month"": ""09"", ""day"": ""26"", ""final_date"": ""2021-09-26"", ""notes"": ""특이하게 제조보다 소비기한이 위에 있고 EXP으로 포기, 그리고 거꾸로"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""26"", ""final_date"": ""2021-09-26""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2021,09,26,2021-09-26,001869.jpg,"특이하게 제조보다 소비기한이 위에 있고 EXP으로 포기, 그리고 거꾸로",,2021,09,26,2021-09-26,[],[],[],[],[],[],[],[],[],[],[],[],2021,09,26,2021-09-26,,,,,,ready_for_review,false,,,,false
1870,C:\Users\jsw58\Desktop\itda-ocr\data\001870.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001870.jpg""]",incoming_432,incoming_432:236,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:236"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 236, ""image_id"": ""1870"", ""raw"": {""image_id"": ""1870"", ""year"": ""2020"", ""month"": ""11"", ""day"": ""26"", ""final_date"": ""2020-11-26""}, ""canonical"": {""year"": ""2020"", ""month"": ""11"", ""day"": ""26"", ""final_date"": ""2020-11-26""}, ""review_reason"": [], ""details"": [], ""format_changes"": []}]",2020,11,26,2020-11-26,,,,2020,11,26,2020-11-26,2020,11,26,2020-11-26,,,,,,ready_for_review,false,,,,false
1882,C:\Users\jsw58\Desktop\itda-ocr\data\001882.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001882.jpg""]",incoming_432,incoming_432:237,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:237"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 237, ""image_id"": ""1882"", ""raw"": {""image_id"": ""1882"", ""year"": ""2021"", ""month"": ""6"", ""day"": ""20"", ""final_date"": ""2021-06-20""}, ""canonical"": {""year"": ""2021"", ""month"": ""06"", ""day"": ""20"", ""final_date"": ""2021-06-20""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,6,20,2021-06-20,,,,2021,06,20,2021-06-20,2021,06,20,2021-06-20,,,,,,ready_for_review,false,,,,false
1884,C:\Users\jsw58\Desktop\itda-ocr\data\001884.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001884.jpg""]",incoming_432,incoming_432:238,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:238"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 238, ""image_id"": ""1884"", ""raw"": {""image_id"": ""1884"", ""year"": ""2021"", ""month"": ""9"", ""day"": ""9"", ""final_date"": ""2021-09-09""}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""09"", ""final_date"": ""2021-09-09""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month"", ""day""]}]",2021,9,9,2021-09-09,,,,2021,09,09,2021-09-09,2021,09,09,2021-09-09,,,,,,ready_for_review,false,,,,false
1886,C:\Users\jsw58\Desktop\itda-ocr\data\001886.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001886.jpg""]",incoming_432,incoming_432:239,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:239"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 239, ""image_id"": ""1886"", ""raw"": {""image_id"": ""1886"", ""year"": ""2021"", ""month"": ""12"", ""day"": ""5"", ""final_date"": ""2021-12-05""}, ""canonical"": {""year"": ""2021"", ""month"": ""12"", ""day"": ""05"", ""final_date"": ""2021-12-05""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""day""]}]",2021,12,5,2021-12-05,,,,2021,12,05,2021-12-05,2021,12,05,2021-12-05,,,,,,ready_for_review,false,,,,false
1888,C:\Users\jsw58\Desktop\itda-ocr\data\001888.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001888.jpg""]",incoming_432,incoming_432:240,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:240"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 240, ""image_id"": ""1888"", ""raw"": {""image_id"": ""1888"", ""year"": ""2023"", ""month"": ""8"", ""day"": ""22"", ""final_date"": ""2023-08-22""}, ""canonical"": {""year"": ""2023"", ""month"": ""08"", ""day"": ""22"", ""final_date"": ""2023-08-22""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2023,8,22,2023-08-22,,,,2023,08,22,2023-08-22,2023,08,22,2023-08-22,,,,,,ready_for_review,false,,,,false
1892,C:\Users\jsw58\Desktop\itda-ocr\data\001892.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001892.jpg""]",incoming_432,incoming_432:241,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:241"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 241, ""image_id"": ""1892"", ""raw"": {""image_id"": ""1892"", ""year"": ""2022"", ""month"": ""5"", ""day"": ""22"", ""final_date"": ""2022-05-22""}, ""canonical"": {""year"": ""2022"", ""month"": ""05"", ""day"": ""22"", ""final_date"": ""2022-05-22""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2022,5,22,2022-05-22,,,,2022,05,22,2022-05-22,2022,05,22,2022-05-22,,,,,,ready_for_review,false,,,,false
1896,C:\Users\jsw58\Desktop\itda-ocr\data\001896.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001896.jpg""]",incoming_432,incoming_432:242,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:242"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 242, ""image_id"": ""1896"", ""raw"": {""image_id"": ""1896"", ""year"": ""2021"", ""month"": ""3"", ""day"": ""17"", ""final_date"": ""2021-03-17""}, ""canonical"": {""year"": ""2021"", ""month"": ""03"", ""day"": ""17"", ""final_date"": ""2021-03-17""}, ""review_reason"": [], ""details"": [], ""format_changes"": [""month""]}]",2021,3,17,2021-03-17,,,,2021,03,17,2021-03-17,2021,03,17,2021-03-17,,,,,,ready_for_review,false,,,,false
